text,font_size,font_color_red,font_color_green,font_color_blue,font_color_alpha,font_weight,output
social network,16,51,102,204,1,400,1
playing board and video games,16,51,102,204,1,400,1
Deep neural networks,21,0,0,0,1,400,1
"A deep neural network (DNN) is an (ANN) with multiple layers between the input and output layers. There are different types of neural networks but they always consist of the same components: neurons, synapses, weights, biases, and functions. These components as a whole function similarly to a human brain, and can be trained like any other ML algorithm.",14,32,33,34,1,400,1
artificial neural network,16,51,102,204,1,400,1
citation needed,16,0,0,0,0,700,1
"For example, a DNN that is trained to recognize dog breeds will go over the given image and calculate the probability that the dog in the image is a certain breed. The user can review the results and select which probabilities the network should display (above a certain threshold, etc.) and return the proposed label. Each mathematical manipulation as such is considered a layer, and complex DNN have many layers, hence the name ""deep"" networks.",14,32,33,34,1,400,1
citation needed,16,0,0,0,0,700,1
"DNNs can model complex non-linear relationships. DNN architectures generate compositional models where the object is expressed as a layered composition of . The extra layers enable composition of features from lower layers, potentially modeling complex data with fewer units than a similarly performing shallow network. For instance, it was proved that sparse are exponentially easier to approximate with DNNs than with shallow networks.",14,32,33,34,1,400,1
primitives,16,51,102,204,1,400,1
multivariate polynomials,12.32,51,102,204,1,400,1
"Deep architectures include many variants of a few basic approaches. Each architecture has found success in specific domains. It is not always possible to compare the performance of multiple architectures, unless they have been evaluated on the same data sets.",14,32,33,34,1,400,1
"(RNNs), in which data can flow in any direction, are used for applications such as . Long short-term memory is particularly effective for this use.",14,32,33,34,1,400,1
Recurrent neural networks,12.32,51,102,204,1,400,1
language modeling,16,51,102,204,1,400,1
are used in computer vision. CNNs also have been applied to for automatic speech recognition (ASR).,14,32,33,34,1,400,1
Convolutional deep neural networks (CNNs),16,51,102,204,1,400,1
acoustic modeling,16,51,102,204,1,400,1
Challenges,21,0,0,0,1,400,1
"As with ANNs, many issues can arise with naively trained DNNs. Two common issues are and computation time.",14,32,33,34,1,400,1
overfitting,16,51,102,204,1,400,1
"DNNs are prone to overfitting because of the added layers of abstraction, which allow them to model rare dependencies in the training data. methods such as Ivakhnenko's unit pruning or ( -regularization) or ( -regularization) can be applied during training to combat overfitting. Alternatively dropout regularization randomly omits units from the hidden layers during training. This helps to exclude rare dependencies. Finally, data can be augmented via methods such as cropping and rotating such that smaller training sets can be increased in size to reduce the chances of overfitting.",14,32,33,34,1,400,1
Regularization,16,51,102,204,1,400,1
weight decay,12.32,51,102,204,1,400,1
sparsity,16,51,102,204,1,400,1
"DNNs must consider many training parameters, such as the size (number of layers and number of units per layer), the , and initial weights. for optimal parameters may not be feasible due to the cost in time and computational resources. Various tricks, such as batching (computing the gradient on several training examples at once rather than individual examples) speed up computation. Large processing capabilities of many-core architectures (such as GPUs or the Intel Xeon Phi) have produced significant speedups in training, because of the suitability of such processing architectures for the matrix and vector computations.",14,32,33,34,1,400,1
learning rate,16,51,102,204,1,400,1
Sweeping through the parameter space,16,51,102,204,1,400,1
"Alternatively, engineers may look for other types of neural networks with more straightforward and convergent training algorithms. CMAC ( ) is one such kind of neural network. It doesn't require learning rates or randomized initial weights for CMAC. The training process can be guaranteed to converge in one step with a new batch of data, and the computational complexity of the training algorithm is linear with respect to the number of neurons involved.",14,32,33,34,1,400,1
cerebellar model articulation controller,16,51,102,204,1,400,1
Hardware,21,0,0,0,1,400,1
computer hardware,16,51,102,204,1,400,1
OpenAI,16,51,102,204,1,400,1
electronic circuits,16,51,102,204,1,400,1
deep learning processors,16,51,102,204,1,400,1
Huawei,16,51,102,204,1,400,1
cloud computing,16,51,102,204,1,400,1
tensor processing units,12.32,51,102,204,1,400,1
Google Cloud Platform,16,51,102,204,1,400,1
Cerebras Systems,16,51,102,204,1,400,1
semiconductors,12.32,51,102,204,1,400,1
floating-gate,12.32,51,102,204,1,400,1
field-effect transistors,16,51,102,204,1,400,1
photonic,12.32,51,102,204,1,400,1
hardware accelerator,12.32,51,102,204,1,400,1
wavelength,16,51,102,204,1,400,1
multiplexing,16,51,102,204,1,400,1
frequency combs,16,51,102,204,1,400,1
integrated,16,51,102,204,1,400,1
photonics,16,51,102,204,1,400,1
Applications,21,0,0,0,1,400,1
Automatic speech recognition,21,0,0,0,1,400,1
Main article:,14,32,33,34,1,400,1
Speech recognition,16,51,102,204,1,400,1
dialects,16,51,102,204,1,400,1
American English,16,51,102,204,1,400,1
bigram,16,51,102,204,1,400,1
Method,17.864,32,33,34,1,700,1
Percent phone error rate (PER) (%),17.864,32,33,34,1,700,1
Randomly Initialized RNN,12.32,32,33,34,1,400,1
Bayesian Triphone GMM-HMM,12.32,32,33,34,1,400,1
Hidden Trajectory (Generative) Model,12.32,32,33,34,1,400,1
Monophone Randomly Initialized DNN,12.32,32,33,34,1,400,1
Monophone DBN-DNN,12.32,32,33,34,1,400,1
Triphone GMM-HMM with BMMI Training,12.32,32,33,34,1,400,1
Monophone DBN-DNN on fbank,12.32,32,33,34,1,400,1
Convolutional DNN,12.32,32,33,34,1,400,1
Convolutional DNN w. Heterogeneous Pooling,12.32,32,33,34,1,400,1
Ensemble DNN/CNN/RNN,12.32,32,33,34,1,400,1
Bidirectional LSTM,12.32,32,33,34,1,400,1
Hierarchical Convolutional Deep Maxout Network,12.32,32,33,34,1,400,1
Scale-up/out and accelerated DNN training and decoding,16,32,33,34,1,400,1
Sequence discriminative training,16,32,33,34,1,400,1
Feature processing by deep models with solid understanding of the underlying mechanisms,16,32,33,34,1,400,1
Adaptation of DNNs and related deep models,16,32,33,34,1,400,1
and by DNNs and related deep models,16,32,33,34,1,400,1
Multi-task,16,51,102,204,1,400,1
transfer learning,16,51,102,204,1,400,1
and how to design them to best exploit of speech,16,32,33,34,1,400,1
domain knowledge,16,51,102,204,1,400,1
and its rich LSTM variants,16,32,33,34,1,400,1
Other types of deep models including tensor-based models and integrated deep generative/discriminative models.,16,32,33,34,1,400,1
"All major commercial speech recognition systems (e.g., Microsoft , , , , , , and voice search, and a range of speech products, etc.) are based on deep learning.",14,32,33,34,1,400,1
Cortana,12.32,51,102,204,1,400,1
Skype Translator,16,51,102,204,1,400,1
Amazon Alexa,16,51,102,204,1,400,1
Google Now,16,51,102,204,1,400,1
Apple Siri,16,51,102,204,1,400,1
Baidu,16,51,102,204,1,400,1
iFlyTek,16,51,102,204,1,400,1
Nuance,16,51,102,204,1,400,1
Image recognition,21,0,0,0,1,400,1
Main article:,14,32,33,34,1,400,1
Computer vision,16,51,102,204,1,400,1
Visual art processing,21,0,0,0,1,400,1
"Visual art processing of Jimmy Wales in France, with the style of Much's 'The Scream' applied using neural style transfer",12.3704,32,33,34,1,400,1
"Closely related to the progress that has been made in image recognition is the increasing application of deep learning techniques to various visual art tasks. DNNs have proven themselves capable, for example, of",14,32,33,34,1,400,1
identifying the style period of a given painting,16,32,33,34,1,400,1
Neural Style Transfer,12.32,51,102,204,1,400,1
generating striking imagery based on random visual input fields.,16,32,33,34,1,400,1
Natural language processing,21,0,0,0,1,400,1
Main article:,14,32,33,34,1,400,1
Natural language processing,16,51,102,204,1,400,1
"Other key techniques in this field are negative sampling and . Word embedding, such as , can be thought of as a representational layer in a deep learning architecture that transforms an atomic word into a positional representation of the word relative to other words in the dataset; the position is represented as a point in a . Using word embedding as an RNN input layer allows the network to parse sentences and phrases using an effective compositional vector grammar. A compositional vector grammar can be thought of as (PCFG) implemented by an RNN. Recursive auto-encoders built atop word embeddings can assess sentence similarity and detect paraphrasing. Deep neural architectures provide the best results for ,  , information retrieval, spoken language understanding, machine translation, contextual entity linking, writing style recognition, Text classification and others.",14,32,33,34,1,400,1
word embedding,16,51,102,204,1,400,1
vector space,16,51,102,204,1,400,1
probabilistic context free grammar,12.32,51,102,204,1,400,1
constituency parsing,16,51,102,204,1,400,1
sentiment analysis,16,51,102,204,1,400,1
Recent developments generalize to .,14,32,33,34,1,400,1
word embedding,16,51,102,204,1,400,1
sentence embedding,16,51,102,204,1,400,1
"(GT) uses a large end-to-end (LSTM) network.  uses an method in which the system ""learns from millions of examples."" It translates ""whole sentences at a time, rather than pieces. Google Translate supports over one hundred languages. The network encodes the ""semantics of the sentence rather than simply memorizing phrase-to-phrase translations"". GT uses English as an intermediate between most language pairs.",14,32,33,34,1,400,1
Google Translate,16,51,102,204,1,400,1
long short-term memory,16,51,102,204,1,400,1
Google Neural Machine Translation (GNMT),16,51,102,204,1,400,1
example-based machine translation,16,51,102,204,1,400,1
Drug discovery and toxicology,21,0,0,0,1,400,1
"For more information, see and .",14,32,33,34,1,400,1
Drug discovery,16,51,102,204,1,400,1
Toxicology,16,51,102,204,1,400,1
"A large percentage of candidate drugs fail to win regulatory approval. These failures are caused by insufficient efficacy (on-target effect), undesired interactions (off-target effects), or unanticipated . Research has explored use of deep learning to predict the ,  , and of environmental chemicals in nutrients, household products and drugs.",14,32,33,34,1,400,1
toxic effects,16,51,102,204,1,400,1
biomolecular targets,12.32,51,102,204,1,400,1
off-targets,12.32,51,102,204,1,400,1
toxic effects,16,51,102,204,1,400,1
AtomNet is a deep learning system for structure-based . AtomNet was used to predict novel candidate biomolecules for disease targets such as the and .,14,32,33,34,1,400,1
rational drug design,16,51,102,204,1,400,1
Ebola virus,12.32,51,102,204,1,400,1
multiple sclerosis,16,51,102,204,1,400,1
graph neural networks,16,51,102,204,1,400,1
Customer relationship management,21,0,0,0,1,400,1
Main article:,14,32,33,34,1,400,1
Customer relationship management,16,51,102,204,1,400,1
"has been used to approximate the value of possible actions, defined in terms of variables. The estimated value function was shown to have a natural interpretation as .",14,32,33,34,1,400,1
Deep reinforcement learning,16,51,102,204,1,400,1
direct marketing,16,51,102,204,1,400,1
customer lifetime value,16,51,102,204,1,400,1
Recommendation systems,21,0,0,0,1,400,1
Main article:,14,32,33,34,1,400,1
Recommender system,16,51,102,204,1,400,1
Recommendation systems have used deep learning to extract meaningful features for a latent factor model for content-based music and journal recommendations. Multi-view deep learning has been applied for learning user preferences from multiple domains. The model uses a hybrid collaborative and content-based approach and enhances recommendations in multiple tasks.,14,32,33,34,1,400,1
Bioinformatics,21,0,0,0,1,400,1
Main article:,14,32,33,34,1,400,1
Bioinformatics,16,51,102,204,1,400,1
"An ANN was used in , to predict annotations and gene-function relationships.",14,32,33,34,1,400,1
autoencoder,16,51,102,204,1,400,1
bioinformatics,16,51,102,204,1,400,1
gene ontology,16,51,102,204,1,400,1
"In medical informatics, deep learning was used to predict sleep quality based on data from wearables and predictions of health complications from data.",14,32,33,34,1,400,1
electronic health record,16,51,102,204,1,400,1
Medical image analysis,21,0,0,0,1,400,1
"Deep learning has been shown to produce competitive results in medical application such as cancer cell classification, lesion detection, organ segmentation and image enhancement. Modern deep learning tools demonstrate the high accuracy of detecting various diseases and the helpfulness of their use by specialists to improve the diagnosis efficiency.",14,32,33,34,1,400,1
Mobile advertising,21,0,0,0,1,400,1
"Finding the appropriate mobile audience for is always challenging, since many data points must be considered and analyzed before a target segment can be created and used in ad serving by any ad server. Deep learning has been used to interpret large, many-dimensioned advertising datasets. Many data points are collected during the request/serve/click internet advertising cycle. This information can form the basis of machine learning to improve ad selection.",14,32,33,34,1,400,1
mobile advertising,16,51,102,204,1,400,1
Image restoration,21,0,0,0,1,400,1
"Deep learning has been successfully applied to such as , , , and . These applications include learning methods such as ""Shrinkage Fields for Effective Image Restoration"" which trains on an image dataset, and , which trains on the image that needs restoration.",14,32,33,34,1,400,1
inverse problems,12.32,51,102,204,1,400,1
denoising,12.32,51,102,204,1,400,1
super-resolution,12.32,51,102,204,1,400,1
inpainting,16,51,102,204,1,400,1
film colorization,16,51,102,204,1,400,1
Deep Image Prior,12.32,51,102,204,1,400,1
Financial fraud detection,21,0,0,0,1,400,1
"Deep learning is being successfully applied to financial , tax evasion detection, and anti-money laundering.",14,32,33,34,1,400,1
fraud detection,12.32,51,102,204,1,400,1
Military,21,0,0,0,1,400,1
The United States Department of Defense applied deep learning to train robots in new tasks through observation.,14,32,33,34,1,400,1
Partial differential equations,21,0,0,0,1,400,1
Physics informed neural networks have been used to solve in both forward and inverse problems in a data driven manner. One example is the reconstructing fluid flow governed by the . Using physics informed neural networks does not require the often expensive mesh generation that conventional methods relies on.,14,32,33,34,1,400,1
partial differential equations,16,51,102,204,1,400,1
Navier-Stokes equations,16,51,102,204,1,400,1
Image Reconstruction,21,0,0,0,1,400,1
"Image reconstruction is the reconstruction of the underlying images from the image-related measurements. Several works showed the better and superior performance of the deep learning methods compared to analytical methods for various applications, e.g., spectral imaging and ultrasound imaging.",14,32,33,34,1,400,1
Epigenetic clock,10.9956,32,33,34,1,700,1
"For more information, see .",14,32,33,34,1,400,1
Epigenetic clock,12.32,51,102,204,1,400,1
